id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
3070,Zero,2,5,20,1998,"Set Collection, Trading",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/651/zero,https://cf.geekdo-images.com/3dI-B_5E8kTEIAXkx-Tp5A__original/img/K55SAxrC02fqez9DtUIFSyDFDbQ=/0x0/filters:format(jpeg)/pic5371819.jpg
3071,Hordes of the Things,2,6,45,1991,"Action Point Allowance System, Dice Rolling, Variable Player Powers","Fantasy, Fighting, Miniatures, Wargame","Philip C. Barker, Sue Laflin Barker, Richard Bodley Scott",https://boardgamegeek.com/boardgame/5369/hordes-things,https://cf.geekdo-images.com/X3C8QJx632OhCh5nWuSirw__original/img/lKfeh2EK_CGMFp17dKyfG3PPlH4=/0x0/filters:format(jpeg)/pic4099786.jpg
3072,Batman Fluxx,2,6,30,2015,"Hand Management, Set Collection","Card Game, Movies / TV / Radio theme",Andrew Looney,https://boardgamegeek.com/boardgame/178210/batman-fluxx,https://cf.geekdo-images.com/8DWVJu5IfMCMwOBb9pV3dA__original/img/PBT2rZK3Zr053pORxSX2le7WqYw=/0x0/filters:format(png)/pic2529971.png
3073,5th Fleet,2,4,180,1989,"Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame",Joseph M. Balkoski,https://boardgamegeek.com/boardgame/4920/5th-fleet,https://cf.geekdo-images.com/IjkXUh_QIAZjpTRsRpbvsw__original/img/vEj1yTIlO9u554_pb-sVOXCMkbA=/0x0/filters:format(jpeg)/pic149810.jpg
3074,Risk (Revised Edition),3,5,90,2008,"Area Control / Area Influence, Area Movement, Dice Rolling, Set Collection","Territory Building, Wargame",Rob Daviau,https://boardgamegeek.com/boardgame/37198/risk-revised-edition,https://cf.geekdo-images.com/DiCHx8FTBAz1kMbaSMH5ew__original/img/Ym7R4LnVQQpUQqN5Lc-hIDik3do=/0x0/filters:format(jpeg)/pic347837.jpg
3075,Nuklear Winter '68,2,3,60,2012,"Chit-Pull System, Hex-and-Counter","Fantasy, Science Fiction, Wargame, World War II",Petre Tutunea,https://boardgamegeek.com/boardgame/69278/nuklear-winter-68,https://cf.geekdo-images.com/5_eLqP5S_G5BAwM3elHsJw__original/img/LSWFUGpZTjXcdR_dNIgjuuumq_Q=/0x0/filters:format(jpeg)/pic4312170.jpg
3076,Birds of a Feather,1,7,15,2015,"Hand Management, Set Collection, Simultaneous Action Selection","Animals, Card Game, Educational",Teale Fristoe,https://boardgamegeek.com/boardgame/169341/birds-feather,https://cf.geekdo-images.com/nBgOlK8X23KJ0hwvIl2VCg__original/img/jCv2x7rMYayaqnqopJhEtGl_HE4=/0x0/filters:format(jpeg)/pic2902931.jpg
3077,King's Gate,2,4,30,2002,Tile Placement,Medieval,Reiner Knizia,https://boardgamegeek.com/boardgame/4753/kings-gate,https://cf.geekdo-images.com/lPXWs2qNAuDtxY768LkZKw__original/img/QSv9g0l5kNPNoDc0wI19yMOBHWQ=/0x0/filters:format(jpeg)/pic194870.jpg
3078,Council of Blackthorn,2,6,90,2016,"Area Control / Area Influence, Dice Rolling, Hand Management, Roll / Spin and Move, Variable Player Powers","Card Game, Dice, Fantasy, Medieval",Jay Meyer,https://boardgamegeek.com/boardgame/181176/council-blackthorn,https://cf.geekdo-images.com/zWNZOysXi-yEdjMza-YATA__original/img/y5iFY6fmZJj98HdAyxeonymeaYA=/0x0/filters:format(png)/pic2789996.png
3079,Alexandros,2,4,45,2003,"Area Enclosure, Hand Management, Point to Point Movement","Abstract Strategy, Ancient, Territory Building",Leo Colovini,https://boardgamegeek.com/boardgame/8273/alexandros,https://cf.geekdo-images.com/TBy7NjIV5rPsBVVXnWOdXw__original/img/_NQGhlp487izbVP0YA-ooswY5cA=/0x0/filters:format(jpeg)/pic146434.jpg
3080,Guildhall Fantasy: Alliance,2,4,45,2016,"Hand Management, Set Collection, Take That","Card Game, Fantasy",Hope S. Hwang,https://boardgamegeek.com/boardgame/196305/guildhall-fantasy-alliance,https://cf.geekdo-images.com/y_1lA3kpdaNeu0C4iPdkmw__original/img/ZiRSVrjDCdpbAORqyz012RRRMgU=/0x0/filters:format(jpeg)/pic6232601.jpg
3081,Suspend,1,4,15,2012,Dice Rolling,Action / Dexterity,none,https://boardgamegeek.com/boardgame/127784/suspend,https://cf.geekdo-images.com/zuuf2DG9xa0kgcNgsUMXsw__original/img/BjBWFaWwFRHMg-BupjZL_4luC_k=/0x0/filters:format(jpeg)/pic1405270.jpg
3082,Sole Mio!,2,5,40,2004,Memory,"Card Game, Memory",Uwe Rosenberg,https://boardgamegeek.com/boardgame/13530/sole-mio,https://cf.geekdo-images.com/R7s6rOswNh2Q7JKzrAo7_A__original/img/2LA2hq7WpKoDeLxPGLIgMOpzpbw=/0x0/filters:format(jpeg)/pic275839.jpg
3083,Grimslingers,1,6,90,2015,"Co-operative Play, Deck / Pool Building, Dice Rolling, Partnerships, Point to Point Movement, Press Your Luck, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers","American West, Card Game, Fantasy, Humor, Science Fiction",Stephen Gibson,https://boardgamegeek.com/boardgame/173018/grimslingers,https://cf.geekdo-images.com/_gV4wpTjW39ohm7n3MXPeQ__original/img/PqhJmJqjMQ-H2pYfa_jrnQ4o_vY=/0x0/filters:format(png)/pic3052466.png
3084,Trax,2,2,10,1980,"Pattern Building, Route/Network Building, Tile Placement",Abstract Strategy,David L. Smith,https://boardgamegeek.com/boardgame/748/trax,https://cf.geekdo-images.com/JrEEuB3td3vMSMbgo6pdig__original/img/_lB1w5RG1DP_nkh2ig7xiv9d7ws=/0x0/filters:format(jpeg)/pic1053706.jpg
3085,Zombie Plague,2,6,60,2001,"Action Point Allowance System, Dice Rolling, Partnerships, Roll / Spin and Move","Fighting, Horror, Miniatures, Print & Play, Science Fiction, Zombies","Skott Kilander, Brian S. Roe",https://boardgamegeek.com/boardgame/7514/zombie-plague,https://cf.geekdo-images.com/dkxhzCiaQDn7dmwvLa5c1g__original/img/Ux2XW-gWqiFNZnegjuljgup4ZXA=/0x0/filters:format(jpeg)/pic1418144.jpg
3086,Munchkin Bites!,3,6,90,2004,"Dice Rolling, Trading, Variable Player Powers","Card Game, Fighting, Horror, Humor",Steve Jackson (I),https://boardgamegeek.com/boardgame/12194/munchkin-bites,https://cf.geekdo-images.com/p4_JH1WrhtbyWfi1iTTGQA__original/img/LzDDGdGqR3upoBtgYeuSMp0MXgA=/0x0/filters:format(jpeg)/pic49542.jpg
3087,Riichi Mahjong,4,4,120,0,"Betting/Wagering, Hand Management, Set Collection",Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/108018/riichi-mahjong,https://cf.geekdo-images.com/62j0mEWiwuyZixScOzwEnA__original/img/sx6PwhoQPB7ltdxFhtK42Gzq9tE=/0x0/filters:format(jpeg)/pic4667546.jpg
3088,Gloria Mundi,2,6,60,2006,Hand Management,"Ancient, City Building","James Ernest, Mike Selinker",https://boardgamegeek.com/boardgame/13286/gloria-mundi,https://cf.geekdo-images.com/X7Qo2fEvszeYdX7cfPHrtQ__original/img/NlVV3padQcovQ1bdhp6YeL-SQXo=/0x0/filters:format(jpeg)/pic95406.jpg
3089,Cluzzle,3,6,45,2004,none,"Deduction, Party Game, Puzzle",Dominic Crapuchettes,https://boardgamegeek.com/boardgame/9606/cluzzle,https://cf.geekdo-images.com/NmdisNvE6vpYC3oL_wtHIw__original/img/kKMCoMjBEk2-Vwy67I-0EalkW_Q=/0x0/filters:format(jpeg)/pic1195700.jpg
3090,Raxxon,1,4,60,2017,"Action Point Allowance System, Co-operative Play, Memory, Press Your Luck, Tile Placement, Variable Player Powers","Horror, Medical, Puzzle, Zombies",J. Arthur Ellis,https://boardgamegeek.com/boardgame/231197/raxxon,https://cf.geekdo-images.com/mQSj_Ef0lJ7ylm1XzCXscQ__original/img/hgsF6mM5kmfvMtJ5UeAsnUhCy8g=/0x0/filters:format(jpeg)/pic3667550.jpg
3091,Fast Forward: FORTRESS,2,4,15,2017,"Hand Management, Press Your Luck, Set Collection, Take That","Bluffing, Card Game, Fantasy, Fighting, Humor, Math",Friedemann Friese,https://boardgamegeek.com/boardgame/231665/fast-forward-fortress,https://cf.geekdo-images.com/U7zSrxHYKBlvxOv7hJnJvA__original/img/Ns-eTfbrQaIWeaLfcNMlxLylEvg=/0x0/filters:format(jpeg)/pic3652008.jpg
3092,Canasta Caliente,2,6,60,2000,Set Collection,Card Game,Phil Orbanes Sr.,https://boardgamegeek.com/boardgame/1445/canasta-caliente,https://cf.geekdo-images.com/6oni8bBsuW4ppUs1Z6kDJg__original/img/oFdJ6oI6i9uG1iH9qvTLY-BVNRg=/0x0/filters:format(jpeg)/pic48637.jpg
3093,Sequence,2,12,30,1982,"Hand Management, Partnerships, Pattern Building","Abstract Strategy, Card Game",Doug Reuter,https://boardgamegeek.com/boardgame/2375/sequence,https://cf.geekdo-images.com/VosGBqkOjkhgC2QFS1o3_g__original/img/ZIc1p75HIEOIwtKy9ZIHsP2l0zQ=/0x0/filters:format(jpeg)/pic212893.jpg
3094,Targui,2,4,120,1988,"Modular Board, Player Elimination",Wargame,"Wil Dijkstra, Ben van Dijk",https://boardgamegeek.com/boardgame/202/targui,https://cf.geekdo-images.com/M-VxCY-A19tuJBYPskqUXg__original/img/dUzAoytfQL2k4ggnmRh0AKdYmqI=/0x0/filters:format(jpeg)/pic1787067.jpg
3095,Dragon Rampage,3,5,120,2012,"Area Control / Area Influence, Card Drafting, Dice Rolling, Variable Player Powers","Dice, Fantasy",Richard Launius,https://boardgamegeek.com/boardgame/72132/dragon-rampage,https://cf.geekdo-images.com/lAqx0ImmY0RC8wWJCTEDGg__original/img/Or3lOEjlMSHngwwSX_PCFlO-9WM=/0x0/filters:format(jpeg)/pic994535.jpg
3096,Lemming Mafia,3,6,20,2009,"Betting/Wagering, Dice Rolling","Dice, Novel-based",Michael Rieneck,https://boardgamegeek.com/boardgame/54735/lemming-mafia,https://cf.geekdo-images.com/LnoxkKVJ6N9rOShdPc0HXQ__original/img/7JnSFQsnI1qw8E_LmWsuYRxMpaE=/0x0/filters:format(jpeg)/pic786077.jpg
3097,Hollywood,2,6,30,2013,"Auction/Bidding, Card Drafting, Set Collection","Card Game, Industry / Manufacturing, Movies / TV / Radio theme",Nikolay Pegasov,https://boardgamegeek.com/boardgame/147021/hollywood,https://cf.geekdo-images.com/XhQz6qA58L1BQDPqCN9-gA__original/img/R_x_iUAd9kNhmMm-uajLY4TtJAU=/0x0/filters:format(jpeg)/pic1757586.jpg
3098,China Rails,2,6,240,2007,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation",Michael Dreiling,https://boardgamegeek.com/boardgame/23919/china-rails,https://cf.geekdo-images.com/DnY4V4Af3abaklNCjC12zg__original/img/5RJeQsFS10Fch98W_nGS3QjO42A=/0x0/filters:format(jpeg)/pic223895.jpg
3099,Celebrities,4,30,90,0,"Acting, Memory, Paper-and-Pencil, Partnerships","Humor, Party Game",(Uncredited),https://boardgamegeek.com/boardgame/22303/celebrities,https://cf.geekdo-images.com/OjM30p5gHUvvua61SZFuhQ__original/img/3Vx70TEKnUQS3jQ5SDtYCFqUioA=/0x0/filters:format(jpeg)/pic228349.jpg
3100,Disc Duelers,2,21,45,2013,Variable Player Powers,"Action / Dexterity, Fighting, Racing, Sports","D. Brad Talton, Jr.",https://boardgamegeek.com/boardgame/141653/disc-duelers,https://cf.geekdo-images.com/RVbg_S8iyyZZAjEo8CfoPQ__original/img/1rj4GZFC-YhGH-r6gRHyHAgxPuE=/0x0/filters:format(jpeg)/pic1638838.jpg
3101,The Castles of Burgundy: The Dice Game,1,5,30,2017,"Dice Rolling, Paper-and-Pencil","City Building, Dice, Economic, Medieval, Territory Building","Stefan Feld, Christoph Toussaint",https://boardgamegeek.com/boardgame/232988/castles-burgundy-dice-game,https://cf.geekdo-images.com/40dVQ-bi2p9cZNeU-8q2_g__original/img/j-bW5prFSpnJTnMEL9jpkFUD5WY=/0x0/filters:format(jpeg)/pic3748929.jpg
3102,Monkeys on the Moon,2,4,60,2002,Auction/Bidding,"Animals, Card Game, Humor, Science Fiction",Jim Doherty,https://boardgamegeek.com/boardgame/4356/monkeys-moon,https://cf.geekdo-images.com/zodc-N-x0pq9TKRYfBW7CQ__original/img/P4xcF-ja_YQYi1vL6K2Q83QH1IE=/0x0/filters:format(jpeg)/pic48613.jpg
3103,Field of Glory: The Card Game,2,2,30,2013,"Card Drafting, Deck / Pool Building, Hand Management, Modular Board, Secret Unit Deployment","Ancient, Card Game, Fighting",Martin Wallace,https://boardgamegeek.com/boardgame/147451/field-glory-card-game,https://cf.geekdo-images.com/vHy-s4OKH4SbwRsEjjUnug__original/img/P0Ixq-nrnE-YlLRSRZDmYnnDsmM=/0x0/filters:format(jpeg)/pic1804120.jpg
3104,Settlers of Catan: Gallery Edition,3,4,60,2008,"Dice Rolling, Hand Management, Memory, Modular Board, Route/Network Building, Trading","Civilization, Negotiation",Klaus Teuber,https://boardgamegeek.com/boardgame/38821/settlers-catan-gallery-edition,https://cf.geekdo-images.com/zJOqDVOlBRpYavPwHeOoiQ__original/img/SJEuikksGjQUSejiEN20eCDl2Z8=/0x0/filters:format(jpeg)/pic1248578.jpg
3105,Freight Train,2,5,90,1993,Set Collection,"Card Game, Trains",Alan R. Moon,https://boardgamegeek.com/boardgame/1448/freight-train,https://cf.geekdo-images.com/0rzX0zGEWXgWM8DXminCLg__original/img/vnwkCb2rLjkDbqtE89B6RRKUkuM=/0x0/filters:format(jpeg)/pic851846.jpg
3106,Fortress Europa,2,2,240,1978,Hex-and-Counter,"Wargame, World War II","John Edwards, Richard Hamblen, Alan R. Moon",https://boardgamegeek.com/boardgame/4050/fortress-europa,https://cf.geekdo-images.com/-YIvz42Z1JX2EzniSu0ncg__original/img/zBC9qE8IjBSMSzZl0hy5NAfVEQg=/0x0/filters:format(png)/pic2094793.png
3107,Orchard,2,8,10,1986,"Co-operative Play, Dice Rolling","Children's Game, Dice",Anneliese Farkaschovsky,https://boardgamegeek.com/boardgame/5770/orchard,https://cf.geekdo-images.com/Fc2zSDbbSMyTsFJYeCa__w__original/img/tFEXUq2CvokbFPD_OqBmsew6wqY=/0x0/filters:format(jpeg)/pic442414.jpg
3108,Dystopian Wars,2,0,240,2010,"Dice Rolling, Point to Point Movement, Variable Player Powers","Miniatures, Nautical, Post-Napoleonic, Science Fiction, Wargame, World War I","Neil Fawcett, James Flack, Julian Glover, Alain Padfield, Franco Sammarco, Derek Sinclair",https://boardgamegeek.com/boardgame/85652/dystopian-wars,https://cf.geekdo-images.com/6YUfyBz4wFzYjWJ5tqEqcg__original/img/QSmHvPgRKI7LxY1tg8HcvZT_VKs=/0x0/filters:format(jpeg)/pic902315.jpg
3109,Grand Prix,2,11,90,2016,Hand Management,Racing,"Jeff Horger, Carla Horger",https://boardgamegeek.com/boardgame/163163/grand-prix,https://cf.geekdo-images.com/vMrNZQ2FfkQP4aUgel28pA__original/img/HIgY8_5kWhmLfMuzaDNaM2m7mQI=/0x0/filters:format(jpeg)/pic3202428.jpg
3110,Hostage Negotiator: Crime Wave,1,1,20,2017,"Dice Rolling, Hand Management","Card Game, Dice",A. J. Porfirio,https://boardgamegeek.com/boardgame/198707/hostage-negotiator-crime-wave,https://cf.geekdo-images.com/R8XZeGP9AdrPh8G3osg5Og__original/img/F6YaWXVKhTZJ39JTi-evKr5cMLM=/0x0/filters:format(jpeg)/pic3025051.jpg
3111,1825 Unit 2,2,4,180,2000,"Route/Network Building, Stock Holding, Tile Placement","Trains, Transportation",Francis Tresham,https://boardgamegeek.com/boardgame/16000/1825-unit-2,https://cf.geekdo-images.com/-I4zy6OzueQVisUwZcj0tg__original/img/XXjGiMqvkaodUTAM1dhKMfTs-HE=/0x0/filters:format(jpeg)/pic730201.jpg
3112,"Wellington's Victory: Battle of Waterloo Game ? June 18th, 1815",2,2,240,1976,Hex-and-Counter,"Napoleonic, Wargame",Frank Davis,https://boardgamegeek.com/boardgame/4974/wellingtons-victory-battle-waterloo-game-june-18th,https://cf.geekdo-images.com/j3AjUbYRSXOk9LK92IxZPg__original/img/nvIi8N45UwTnKC4DylYsRqKOlG0=/0x0/filters:format(jpeg)/pic5360369.jpg
3113,The Very Clever Pipe Game,2,4,20,1996,Tile Placement,"Abstract Strategy, Card Game",James Ernest,https://boardgamegeek.com/boardgame/279/very-clever-pipe-game,https://cf.geekdo-images.com/C1FSN7UB4z_DsFZP3ORO4A__original/img/K-Hlj4bPjW1tdlg-yeKJLLLAe7o=/0x0/filters:format(jpeg)/pic5654.jpg
3114,Napoleon against Europe,2,2,900,2013,"Area Movement, Campaign / Battle Card Driven, Dice Rolling","Napoleonic, Wargame",François-Stanislas Thomas,https://boardgamegeek.com/boardgame/132148/napoleon-against-europe,https://cf.geekdo-images.com/Nkp_oia_VpneAYMNGAaI5w__original/img/l1sZB9WJ8yFkKSowN4gCmeZPD7s=/0x0/filters:format(jpeg)/pic1446887.jpg
3115,WINK,3,8,20,1994,none,"Card Game, Party Game",Friedhelm Krahwinkel,https://boardgamegeek.com/boardgame/13507/wink,https://cf.geekdo-images.com/cl6xoa6vtLvaTsmaCKwNXw__original/img/AIjKY2Z2KVtb1jgzQSafI0DySjY=/0x0/filters:format(jpeg)/pic2378096.jpg
3116,Briefcase,2,4,60,2012,"Deck / Pool Building, Hand Management",Economic,"Nikolas Sakaloglou, Sotirios Tsantilas",https://boardgamegeek.com/boardgame/88016/briefcase,https://cf.geekdo-images.com/0ZurHDB0vzdeOVmJgcAdNQ__original/img/X8JAylaAE4uF0CGtJQFas1iSbPI=/0x0/filters:format(jpeg)/pic1225179.jpg
3117,Spectaculum,2,4,45,2012,"Area Enclosure, Commodity Speculation, Stock Holding, Tile Placement",Fantasy,Reiner Knizia,https://boardgamegeek.com/boardgame/104573/spectaculum,https://cf.geekdo-images.com/j5iwJwBtztLIPrsiLvVKKQ__original/img/K_dVdcuCWW5lbQvGb4sCk7z1oW8=/0x0/filters:format(jpeg)/pic1206638.jpg
3118,Wings of Glory: WW1 Duel Pack,2,2,30,2013,"Action / Movement Programming, Simulation, Simultaneous Action Selection","Aviation / Flight, Fighting, Miniatures, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",https://boardgamegeek.com/boardgame/129165/wings-glory-ww1-duel-pack,https://cf.geekdo-images.com/_5IddEor-FJ4bA1xzhaH7Q__original/img/sVXobP_tLeYaBq2rjddfKSckfc8=/0x0/filters:format(jpeg)/pic6452465.jpg
3119,HMS Dolores,2,4,20,2016,"Rock-Paper-Scissors, Simultaneous Action Selection","Negotiation, Pirates","Bruno Faidutti, Eric M. Lang",https://boardgamegeek.com/boardgame/194523/hms-dolores,https://cf.geekdo-images.com/pzgKGIhvkNAZ3M3xaWWwow__original/img/H1mS58WBr_ziPpT-iZI6wxwwjH0=/0x0/filters:format(jpeg)/pic3105314.jpg
3120,Infarkt,2,5,45,2011,"Card Drafting, Hand Management, Player Elimination, Simultaneous Action Selection, Worker Placement","Humor, Medical, Party Game",Vladimír Brummer,https://boardgamegeek.com/boardgame/110331/infarkt,https://cf.geekdo-images.com/DtnyMxwtMV-YAyI3QKUkTg__original/img/xdCJp4Oyr5wzaoI21eBZB338GoU=/0x0/filters:format(jpeg)/pic1145347.jpg
3121,Romolo o Remo?,1,4,150,2013,"Area Control / Area Influence, Area Movement, Trading, Worker Placement","Ancient, City Building, Civilization, Territory Building",Michele Quondam,https://boardgamegeek.com/boardgame/139147/romolo-o-remo,https://cf.geekdo-images.com/sl2ogI9gbps4W7lWsWKdnw__original/img/64bcXFvSz5joLNNbJHr8R_6sd-A=/0x0/filters:format(jpeg)/pic1726167.jpg
3122,Straw,2,6,30,2006,"Hand Management, Press Your Luck","Arabian, Card Game",Richard James,https://boardgamegeek.com/boardgame/22497/straw,https://cf.geekdo-images.com/s2Nb2QXUQYrUtEJPMxGBpg__original/img/TzMDlHyf9PmFQqwBUSddMAc-WuQ=/0x0/filters:format(jpeg)/pic392317.jpg
3123,Attack Sub,2,2,30,1991,Campaign / Battle Card Driven,"Card Game, Modern Warfare, Nautical, Wargame",Courtney F. Allen,https://boardgamegeek.com/boardgame/1413/attack-sub,https://cf.geekdo-images.com/yyMo_NJjbjGxlgo8TQn57A__original/img/xeX7B-vCnvU16y5gmPWjZ2fbVpI=/0x0/filters:format(png)/pic2074738.png
3124,Codex: Card-Time Strategy ? Core Set,2,5,45,2016,"Deck / Pool Building, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting, Video Game Theme",David Sirlin,https://boardgamegeek.com/boardgame/215437/codex-card-time-strategy-core-set,https://cf.geekdo-images.com/F4vja3zlFAHyCkqq7LwmxA__original/img/vcs_DKlkoO02oEfh7YO_qjmlrgk=/0x0/filters:format(jpeg)/pic3290122.jpg
3125,Bobby Lee,2,2,240,1993,"Dice Rolling, Secret Unit Deployment","American Civil War, Wargame",Tom Dalgliesh,https://boardgamegeek.com/boardgame/82/bobby-lee,https://cf.geekdo-images.com/pZQnKiKQWb8Y59ZSgyTh4Q__original/img/LLVuapzIJYDd9iDvXt_r8x1PlGs=/0x0/filters:format(jpeg)/pic365542.jpg
3126,The Thing: Infection at Outpost 31,4,8,120,2017,none,"Horror, Movies / TV / Radio theme",Joe Van Wetering,https://boardgamegeek.com/boardgame/226634/thing-infection-outpost-31,https://cf.geekdo-images.com/dnaRKONI7bLHtAK09gDc9w__original/img/RSsMtVz_9kbB5Z0X9BDpump6CA0=/0x0/filters:format(jpeg)/pic6379662.jpg
3127,Professor Evil and The Citadel of Time,2,4,45,2017,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Time Track, Variable Player Powers",Spies/Secret Agents,"Matthew Dunstan, Brett J. Gilbert",https://boardgamegeek.com/boardgame/219708/professor-evil-and-citadel-time,https://cf.geekdo-images.com/NvOXSq-ylkwRtGuxppjpVw__original/img/2pyFrTDfgUeFV5gVFjM2rpOrF9Y=/0x0/filters:format(jpeg)/pic3495278.jpg
3128,Knit Wit,2,8,15,2016,"Area Enclosure, Paper-and-Pencil",Word Game,Matt Leacock,https://boardgamegeek.com/boardgame/191982/knit-wit,https://cf.geekdo-images.com/b-dtEjq2zLqkWSxiw999Dg__original/img/vj2_9ovzBaL7Yq6N75YPSl6veto=/0x0/filters:format(png)/pic2845618.png
3129,Schoko & Co.,2,4,180,1987,"Auction/Bidding, Commodity Speculation",Economic,"Yves Hirschfeld, Gilles Monnet",https://boardgamegeek.com/boardgame/57/schoko-co,https://cf.geekdo-images.com/DQL64DCpR-D612hTvpYdpQ__original/img/3jTDrRsy4LO2MHB_4f4QMW4LV20=/0x0/filters:format(jpeg)/pic1378439.jpg
3130,Extrablatt,3,4,90,1991,"Area Control / Area Influence, Set Collection, Simulation, Tile Placement",Territory Building,Karl-Heinz Schmiel,https://boardgamegeek.com/boardgame/104/extrablatt,https://cf.geekdo-images.com/Xv1NZE6mocfGb2XzpzQyPg__original/img/SzpoVQ67bkr18UCzHE04UPLK0ls=/0x0/filters:format(jpeg)/pic235375.jpg
3131,Indulgence,3,4,60,2017,Trick-taking,Card Game,"G. W. ""Jerry"" D'Arcey, Rob Daviau, Justin D. Jacobson",https://boardgamegeek.com/boardgame/215308/indulgence,https://cf.geekdo-images.com/OmTnUYPR8T-zIKl8E3GOrA__original/img/RnDFnwEQq3NgDiqFneYHeKjbITU=/0x0/filters:format(jpeg)/pic3438634.jpg
3132,Euphrates & Tigris: Contest of Kings,2,4,45,2005,Hand Management,"Ancient, Card Game, Civilization",Reiner Knizia,https://boardgamegeek.com/boardgame/19419/euphrates-tigris-contest-kings,https://cf.geekdo-images.com/AbS6G6Wk8Bbd84PH2xeIzA__original/img/Tu8wZ_msyr78QDdIQNQW--qEZ-I=/0x0/filters:format(jpeg)/pic1512661.jpg
3133,Saltlands,1,6,120,2016,"Action Point Allowance System, Co-operative Play, Grid Movement, Modular Board, Partnerships, Variable Player Powers","Adventure, Exploration, Fighting, Negotiation, Science Fiction","András Drozdy, Gombos Gergely, Gergely Kruppa",https://boardgamegeek.com/boardgame/189222/saltlands,https://cf.geekdo-images.com/-mO8BYYgk_lCdpgn7HMvFw__original/img/C08e3Kx26a72wMTXkNV2ZYb6yPU=/0x0/filters:format(jpeg)/pic2994858.jpg
